date,event,detail,ref_period,time_et,source
2000-01-05,nfp,Employment Situation release,December 2000,08:30,bls:sched2000
2000-01-07,nfp,Employment Situation release,December 1999,08:30,bls:sched2000
2000-01-12,ppi,Producer Price Indexes release,December 2000,08:30,bls:sched2000
2000-01-13,ppi,Producer Price Indexes release,December 1999,08:30,bls:sched2000
2000-01-14,cpi,Consumer Price Index release,December 1999,08:30,bls:sched2000
2000-01-17,cpi,Consumer Price Index release,December 2000,08:30,bls:sched2000
2000-01-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-01-21,opex,monthly options expiration,,16:00,computed
2000-02-02,fomc_decision,February 1-2 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-02-04,nfp,Employment Situation release,January 2000,08:30,bls:sched2000
2000-02-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-02-17,ppi,Producer Price Indexes release,January 2000,08:30,bls:sched2000
2000-02-18,cpi,Consumer Price Indexes release,January 2000,08:30,bls:sched2000
2000-02-18,opex,monthly options expiration,,16:00,computed
2000-03-03,nfp,Employment Situation release,February 2000,08:30,bls:sched2000
2000-03-16,ppi,Producer Price Indexes release,February 2000,08:30,bls:sched2000
2000-03-17,cpi,Consumer Price Index release,February 2000,08:30,bls:sched2000
2000-03-17,opex,quad witching,,16:00,computed
2000-03-17,quad_witching,quad witching,,16:00,computed
2000-03-21,fomc_decision,March 21 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-03-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-03-23,fomc_minutes,minutes of 2000-02-02 meeting,,14:00,fed:fomchistorical2000
2000-04-07,nfp,Employment Situation release,March 2000,08:30,bls:sched2000
2000-04-13,ppi,Producer Price Indexes release,March 2000,08:30,bls:sched2000
2000-04-14,cpi,Consumer Price Index release,March 2000,08:30,bls:sched2000
2000-04-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-04-20,opex,monthly options expiration,,16:00,computed
2000-05-05,nfp,Employment Situation release,April 2000,08:30,bls:sched2000
2000-05-12,ppi,Producer Price Indexes release,April 2000,08:30,bls:sched2000
2000-05-16,cpi,Consumer Price Index release,April 2000,08:30,bls:sched2000
2000-05-16,fomc_decision,May 16 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-05-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-05-18,fomc_minutes,minutes of 2000-03-21 meeting,,14:00,fed:fomchistorical2000
2000-05-19,opex,monthly options expiration,,16:00,computed
2000-06-02,nfp,Employment Situation release,May 2000,08:30,bls:sched2000
2000-06-09,ppi,Producer Price Indexes release,May 2000,08:30,bls:sched2000
2000-06-14,cpi,Consumer Price Index release,May 2000,08:30,bls:sched2000
2000-06-16,opex,quad witching,,16:00,computed
2000-06-16,quad_witching,quad witching,,16:00,computed
2000-06-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-06-28,fomc_decision,June 27-28 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-06-29,fomc_minutes,minutes of 2000-05-16 meeting,,14:00,fed:fomchistorical2000
2000-07-07,nfp,Employment Situation release,June 2000,08:30,bls:sched2000
2000-07-14,ppi,Producer Price Indexes release,June 2000,08:30,bls:sched2000
2000-07-18,cpi,Consumer Price Index release,June 2000,08:30,bls:sched2000
2000-07-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-07-21,opex,monthly options expiration,,16:00,computed
2000-08-04,nfp,Employment Situation release,July 2000,08:30,bls:sched2000
2000-08-11,ppi,Producer Price Indexes release,July 2000,08:30,bls:sched2000
2000-08-16,cpi,Consumer Price Index release,July 2000,08:30,bls:sched2000
2000-08-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-08-18,opex,monthly options expiration,,16:00,computed
2000-08-22,fomc_decision,August 22 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-08-24,fomc_minutes,minutes of 2000-06-28 meeting,,14:00,fed:fomchistorical2000
2000-08-25,jackson_hole,"Jackson Hole symposium Aug 24-26, 2000",2000,10:00,manual:kcfed
2000-09-01,nfp,Employment Situation release,August 2000,08:30,bls:sched2000
2000-09-14,ppi,Producer Price Indexes release,August 2000,08:30,bls:sched2000
2000-09-15,cpi,Consumer Price Index release,August 2000,08:30,bls:sched2000
2000-09-15,opex,quad witching,,16:00,computed
2000-09-15,quad_witching,quad witching,,16:00,computed
2000-09-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-10-03,fomc_decision,October 3 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-10-05,fomc_minutes,minutes of 2000-08-22 meeting,,14:00,fed:fomchistorical2000
2000-10-06,nfp,Employment Situation release,September 2000,08:30,bls:sched2000
2000-10-13,ppi,Producer Price Indexes release,September 2000,08:30,bls:sched2000
2000-10-18,cpi,Consumer Price Index release,September 2000,08:30,bls:sched2000
2000-10-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-10-20,opex,monthly options expiration,,16:00,computed
2000-11-03,nfp,Employment Situation release,October 2000,08:30,bls:sched2000
2000-11-07,election,US general election (presidential),,,computed
2000-11-09,ppi,Producer Price Indexes release,October 2000,08:30,bls:sched2000
2000-11-15,fomc_decision,November 15 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-11-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-11-16,cpi,Consumer Price Index release,October 2000,08:30,bls:sched2000
2000-11-16,fomc_minutes,minutes of 2000-10-03 meeting,,14:00,fed:fomchistorical2000
2000-11-17,opex,monthly options expiration,,16:00,computed
2000-12-08,nfp,Employment Situation release,November 2000,08:30,bls:sched2000
2000-12-14,ppi,Producer Price Indexes release,November 2000,08:30,bls:sched2000
2000-12-15,cpi,Consumer Price Index release,November 2000,08:30,bls:sched2000
2000-12-15,opex,quad witching,,16:00,computed
2000-12-15,quad_witching,quad witching,,16:00,computed
2000-12-19,fomc_decision,December 19 Meeting - 2000,,14:15,fed:fomchistorical2000
2000-12-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2000-12-21,fomc_minutes,minutes of 2000-11-15 meeting,,14:00,fed:fomchistorical2000
2001-01-03,fomc_intermeeting,surprise 50bp cut,,,manual
2001-01-04,nfp,Employment Situation release,December 2001,08:30,bls:sched2001
2001-01-11,ppi,Producer Price Indexes release,December 2001,08:30,bls:sched2001
2001-01-16,cpi,Consumer Price Index release,December 2001,08:30,bls:sched2001
2001-01-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-01-19,opex,monthly options expiration,,16:00,computed
2001-01-31,fomc_decision,January 30-31 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-02-01,fomc_minutes,minutes of 2000-12-19 meeting,,14:00,fed:fomchistorical2000
2001-02-02,nfp,Employment Situation release,January 2001,08:30,bls:sched2001
2001-02-14,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-02-16,opex,monthly options expiration,,16:00,computed
2001-02-16,ppi,Producer Price Indexes release,January 2001,08:30,bls:sched2001
2001-02-21,cpi,Consumer Price Indexes release,January 2001,08:30,bls:sched2001
2001-03-09,nfp,Employment Situation release,February 2001,08:30,bls:sched2001
2001-03-16,opex,quad witching,,16:00,computed
2001-03-16,ppi,Producer Price Indexes release,February 2001,08:30,bls:sched2001
2001-03-16,quad_witching,quad witching,,16:00,computed
2001-03-20,fomc_decision,March 20 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-03-21,cpi,Consumer Price Index release,February 2001,08:30,bls:sched2001
2001-03-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-03-22,fomc_minutes,minutes of 2001-01-31 meeting,,14:00,fed:fomchistorical2001
2001-04-06,nfp,Employment Situation release,March 2001,08:30,bls:sched2001
2001-04-12,ppi,Producer Price Indexes release,March 2001,08:30,bls:sched2001
2001-04-17,cpi,Consumer Price Index release,March 2001,08:30,bls:sched2001
2001-04-18,fomc_intermeeting,surprise 50bp cut,,,manual
2001-04-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-04-20,opex,monthly options expiration,,16:00,computed
2001-05-04,nfp,Employment Situation release,April 2001,08:30,bls:sched2001
2001-05-11,ppi,Producer Price Indexes release,April 2001,08:30,bls:sched2001
2001-05-15,fomc_decision,May 15 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-05-16,cpi,Consumer Price Index release,April 2001,08:30,bls:sched2001
2001-05-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-05-17,fomc_minutes,minutes of 2001-03-20 meeting,,14:00,fed:fomchistorical2001
2001-05-18,opex,monthly options expiration,,16:00,computed
2001-06-01,nfp,Employment Situation release,May 2001,08:30,bls:sched2001
2001-06-14,ppi,Producer Price Indexes release,May 2001,08:30,bls:sched2001
2001-06-15,cpi,Consumer Price Index release,May 2001,08:30,bls:sched2001
2001-06-15,opex,quad witching,,16:00,computed
2001-06-15,quad_witching,quad witching,,16:00,computed
2001-06-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-06-27,fomc_decision,June 26-27 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-06-28,fomc_minutes,minutes of 2001-05-15 meeting,,14:00,fed:fomchistorical2001
2001-07-06,nfp,Employment Situation release,June 2001,08:30,bls:sched2001
2001-07-13,ppi,Producer Price Indexes release,June 2001,08:30,bls:sched2001
2001-07-18,cpi,Consumer Price Index release,June 2001,08:30,bls:sched2001
2001-07-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-07-20,opex,monthly options expiration,,16:00,computed
2001-08-03,nfp,Employment Situation release,July 2001,08:30,bls:sched2001
2001-08-10,ppi,Producer Price Indexes release,July 2001,08:30,bls:sched2001
2001-08-16,cpi,Consumer Price Index release,July 2001,08:30,bls:sched2001
2001-08-17,opex,monthly options expiration,,16:00,computed
2001-08-21,fomc_decision,August 21 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-08-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-08-23,fomc_minutes,minutes of 2001-06-27 meeting,,14:00,fed:fomchistorical2001
2001-08-31,jackson_hole,"Jackson Hole symposium Aug 30 - Sep 1, 2001",2001,10:00,manual:kcfed
2001-09-07,nfp,Employment Situation release,August 2001,08:30,bls:sched2001
2001-09-14,ppi,Producer Price Indexes release,August 2001,08:30,bls:sched2001
2001-09-17,fomc_intermeeting,"50bp cut, post-9/11 market reopen",,,manual
2001-09-18,cpi,Consumer Price Index release,August 2001,08:30,bls:sched2001
2001-09-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-09-21,opex,quad witching,,16:00,computed
2001-09-21,quad_witching,quad witching,,16:00,computed
2001-10-02,fomc_decision,October 2 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-10-04,fomc_minutes,minutes of 2001-08-21 meeting,,14:00,fed:fomchistorical2001
2001-10-05,nfp,Employment Situation release,September 2001,08:30,bls:sched2001
2001-10-12,ppi,Producer Price Indexes release,September 2001,08:30,bls:sched2001
2001-10-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-10-19,cpi,Consumer Price Index release,September 2001,08:30,bls:sched2001
2001-10-19,opex,monthly options expiration,,16:00,computed
2001-11-02,nfp,Employment Situation release,October 2001,08:30,bls:sched2001
2001-11-06,fomc_decision,November 6 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-11-08,fomc_minutes,minutes of 2001-10-02 meeting,,14:00,fed:fomchistorical2001
2001-11-09,ppi,Producer Price Indexes release,October 2001,08:30,bls:sched2001
2001-11-16,cpi,Consumer Price Index release,October 2001,08:30,bls:sched2001
2001-11-16,opex,monthly options expiration,,16:00,computed
2001-11-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-12-07,nfp,Employment Situation release,November 2001,08:30,bls:sched2001
2001-12-11,fomc_decision,December 11 Meeting - 2001,,14:15,fed:fomchistorical2001
2001-12-13,fomc_minutes,minutes of 2001-11-06 meeting,,14:00,fed:fomchistorical2001
2001-12-13,ppi,Producer Price Indexes release,November 2001,08:30,bls:sched2001
2001-12-14,cpi,Consumer Price Index release,November 2001,08:30,bls:sched2001
2001-12-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2001-12-21,opex,quad witching,,16:00,computed
2001-12-21,quad_witching,quad witching,,16:00,computed
2002-01-10,nfp,Employment Situation release,December 2002,08:30,bls:sched2002
2002-01-15,ppi,Producer Price Indexes release,December 2002,08:30,bls:sched2002
2002-01-16,cpi,Consumer Price Index release,December 2002,08:30,bls:sched2002
2002-01-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-01-18,opex,monthly options expiration,,16:00,computed
2002-01-30,fomc_decision,January 29-30 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-01-31,fomc_minutes,minutes of 2001-12-11 meeting,,14:00,fed:fomchistorical2001
2002-02-01,nfp,Employment Situation release,January 2002,08:30,bls:sched2002
2002-02-13,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-02-15,opex,monthly options expiration,,16:00,computed
2002-02-15,ppi,Producer Price Indexes release,January 2002,08:30,bls:sched2002
2002-02-20,cpi,Consumer Price Indexes release,January 2002,08:30,bls:sched2002
2002-03-08,nfp,Employment Situation release,February 2002,08:30,bls:sched2002
2002-03-15,opex,quad witching,,16:00,computed
2002-03-15,ppi,Producer Price Indexes release,February 2002,08:30,bls:sched2002
2002-03-15,quad_witching,quad witching,,16:00,computed
2002-03-19,fomc_decision,March 19 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-03-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-03-21,cpi,Consumer Price Index release,February 2002,08:30,bls:sched2002
2002-03-21,fomc_minutes,minutes of 2002-01-30 meeting,,14:00,fed:fomchistorical2002
2002-04-05,nfp,Employment Situation release,March 2002,08:30,bls:sched2002
2002-04-12,ppi,Producer Price Indexes release,March 2002,08:30,bls:sched2002
2002-04-16,cpi,Consumer Price Index release,March 2002,08:30,bls:sched2002
2002-04-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-04-19,opex,monthly options expiration,,16:00,computed
2002-05-03,nfp,Employment Situation release,April 2002,08:30,bls:sched2002
2002-05-07,fomc_decision,May 7 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-05-09,fomc_minutes,minutes of 2002-03-19 meeting,,14:00,fed:fomchistorical2002
2002-05-10,ppi,Producer Price Indexes release,April 2002,08:30,bls:sched2002
2002-05-15,cpi,Consumer Price Index release,April 2002,08:30,bls:sched2002
2002-05-17,opex,monthly options expiration,,16:00,computed
2002-05-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-06-07,nfp,Employment Situation release,May 2002,08:30,bls:sched2002
2002-06-13,ppi,Producer Price Indexes release,May 2002,08:30,bls:sched2002
2002-06-18,cpi,Consumer Price Index release,May 2002,08:30,bls:sched2002
2002-06-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-06-21,opex,quad witching,,16:00,computed
2002-06-21,quad_witching,quad witching,,16:00,computed
2002-06-26,fomc_decision,June 25-26 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-06-27,fomc_minutes,minutes of 2002-05-07 meeting,,14:00,fed:fomchistorical2002
2002-07-05,nfp,Employment Situation release,June 2002,08:30,bls:sched2002
2002-07-11,ppi,Producer Price Indexes release,June 2002,08:30,bls:sched2002
2002-07-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-07-19,cpi,Consumer Price Index release,June 2002,08:30,bls:sched2002
2002-07-19,opex,monthly options expiration,,16:00,computed
2002-08-02,nfp,Employment Situation release,July 2002,08:30,bls:sched2002
2002-08-08,ppi,Producer Price Indexes release,July 2002,08:30,bls:sched2002
2002-08-13,fomc_decision,August 13 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-08-15,fomc_minutes,minutes of 2002-06-26 meeting,,14:00,fed:fomchistorical2002
2002-08-16,cpi,Consumer Price Index release,July 2002,08:30,bls:sched2002
2002-08-16,opex,monthly options expiration,,16:00,computed
2002-08-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-08-30,jackson_hole,"Jackson Hole symposium Aug 29-31, 2002",2002,10:00,manual:kcfed
2002-09-06,nfp,Employment Situation release,August 2002,08:30,bls:sched2002
2002-09-13,ppi,Producer Price Indexes release,August 2002,08:30,bls:sched2002
2002-09-18,cpi,Consumer Price Index release,August 2002,08:30,bls:sched2002
2002-09-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-09-20,opex,quad witching,,16:00,computed
2002-09-20,quad_witching,quad witching,,16:00,computed
2002-09-24,fomc_decision,September 24 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-09-26,fomc_minutes,minutes of 2002-08-13 meeting,,14:00,fed:fomchistorical2002
2002-10-04,nfp,Employment Situation release,September 2002,08:30,bls:sched2002
2002-10-11,ppi,Producer Price Indexes release,September 2002,08:30,bls:sched2002
2002-10-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-10-18,cpi,Consumer Price Index release,September 2002,08:30,bls:sched2002
2002-10-18,opex,monthly options expiration,,16:00,computed
2002-11-01,nfp,Employment Situation release,October 2002,08:30,bls:sched2002
2002-11-05,election,US general election (midterm),,,computed
2002-11-06,fomc_decision,November 6 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-11-07,fomc_minutes,minutes of 2002-09-24 meeting,,14:00,fed:fomchistorical2002
2002-11-15,opex,monthly options expiration,,16:00,computed
2002-11-15,ppi,Producer Price Indexes release,October 2002,08:30,bls:sched2002
2002-11-19,cpi,Consumer Price Index release,October 2002,08:30,bls:sched2002
2002-11-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-12-06,nfp,Employment Situation release,November 2002,08:30,bls:sched2002
2002-12-10,fomc_decision,December 10 Meeting - 2002,,14:15,fed:fomchistorical2002
2002-12-12,fomc_minutes,minutes of 2002-11-06 meeting,,14:00,fed:fomchistorical2002
2002-12-13,ppi,Producer Price Indexes release,November 2002,08:30,bls:sched2002
2002-12-17,cpi,Consumer Price Index release,November 2002,08:30,bls:sched2002
2002-12-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2002-12-20,opex,quad witching,,16:00,computed
2002-12-20,quad_witching,quad witching,,16:00,computed
2003-01-14,ppi,Producer Price Indexes release,December 2003,08:30,bls:sched2003
2003-01-15,cpi,Consumer Price Index release,December 2003,08:30,bls:sched2003
2003-01-17,opex,monthly options expiration,,16:00,computed
2003-01-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-01-29,fomc_decision,January 28-29 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-01-30,fomc_minutes,minutes of 2002-12-10 meeting,,14:00,fed:fomchistorical2002
2003-02-07,nfp,Employment Situation release,January 2003,08:30,bls:sched2003
2003-02-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-02-20,ppi,Producer Price Indexes release,January 2003,08:30,bls:sched2003
2003-02-21,cpi,Consumer Price Indexes release,January 2003,08:30,bls:sched2003
2003-02-21,opex,monthly options expiration,,16:00,computed
2003-03-07,nfp,Employment Situation release,February 2003,08:30,bls:sched2003
2003-03-14,ppi,Producer Price Indexes release,February 2003,08:30,bls:sched2003
2003-03-18,fomc_decision,March 18 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-03-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-03-20,fomc_minutes,minutes of 2003-01-29 meeting,,14:00,fed:fomchistorical2003
2003-03-21,cpi,Consumer Price Index release,February 2003,08:30,bls:sched2003
2003-03-21,opex,quad witching,,16:00,computed
2003-03-21,quad_witching,quad witching,,16:00,computed
2003-04-04,nfp,Employment Situation release,March 2003,08:30,bls:sched2003
2003-04-11,ppi,Producer Price Indexes release,March 2003,08:30,bls:sched2003
2003-04-16,cpi,Consumer Price Index release,March 2003,08:30,bls:sched2003
2003-04-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-04-17,opex,monthly options expiration,,16:00,computed
2003-05-02,nfp,Employment Situation release,April 2003,08:30,bls:sched2003
2003-05-06,fomc_decision,May 6 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-05-08,fomc_minutes,minutes of 2003-03-18 meeting,,14:00,fed:fomchistorical2003
2003-05-15,ppi,Producer Price Indexes release,April 2003,08:30,bls:sched2003
2003-05-16,cpi,Consumer Price Index release,April 2003,08:30,bls:sched2003
2003-05-16,opex,monthly options expiration,,16:00,computed
2003-05-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-06-06,nfp,Employment Situation release,May 2003,08:30,bls:sched2003
2003-06-13,ppi,Producer Price Indexes release,May 2003,08:30,bls:sched2003
2003-06-17,cpi,Consumer Price Index release,May 2003,08:30,bls:sched2003
2003-06-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-06-20,opex,quad witching,,16:00,computed
2003-06-20,quad_witching,quad witching,,16:00,computed
2003-06-25,fomc_decision,June 24-25 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-06-26,fomc_minutes,minutes of 2003-05-06 meeting,,14:00,fed:fomchistorical2003
2003-07-03,nfp,Employment Situation release,June 2003,08:30,bls:sched2003
2003-07-11,ppi,Producer Price Indexes release,June 2003,08:30,bls:sched2003
2003-07-16,cpi,Consumer Price Index release,June 2003,08:30,bls:sched2003
2003-07-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-07-18,opex,monthly options expiration,,16:00,computed
2003-08-01,nfp,Employment Situation release,July 2003,08:30,bls:sched2003
2003-08-12,fomc_decision,August 12 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-08-14,fomc_minutes,minutes of 2003-06-25 meeting,,14:00,fed:fomchistorical2003
2003-08-14,ppi,Producer Price Indexes release,July 2003,08:30,bls:sched2003
2003-08-15,cpi,Consumer Price Index release,July 2003,08:30,bls:sched2003
2003-08-15,opex,monthly options expiration,,16:00,computed
2003-08-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-08-29,jackson_hole,"Jackson Hole symposium Aug 28-30, 2003",2003,10:00,manual:kcfed
2003-09-05,nfp,Employment Situation release,August 2003,08:30,bls:sched2003
2003-09-12,ppi,Producer Price Indexes release,August 2003,08:30,bls:sched2003
2003-09-16,cpi,Consumer Price Index release,August 2003,08:30,bls:sched2003
2003-09-16,fomc_decision,September 16 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-09-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-09-18,fomc_minutes,minutes of 2003-08-12 meeting,,14:00,fed:fomchistorical2003
2003-09-19,opex,quad witching,,16:00,computed
2003-09-19,quad_witching,quad witching,,16:00,computed
2003-10-03,nfp,Employment Situation release,September 2003,08:30,bls:sched2003
2003-10-10,ppi,Producer Price Indexes release,September 2003,08:30,bls:sched2003
2003-10-16,cpi,Consumer Price Index release,September 2003,08:30,bls:sched2003
2003-10-17,opex,monthly options expiration,,16:00,computed
2003-10-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-10-28,fomc_decision,October 28 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-10-30,fomc_minutes,minutes of 2003-09-16 meeting,,14:00,fed:fomchistorical2003
2003-11-07,nfp,Employment Situation release,October 2003,08:30,bls:sched2003
2003-11-14,ppi,Producer Price Indexes release,October 2003,08:30,bls:sched2003
2003-11-18,cpi,Consumer Price Index release,October 2003,08:30,bls:sched2003
2003-11-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-11-21,opex,monthly options expiration,,16:00,computed
2003-12-05,nfp,Employment Situation release,November 2003,08:30,bls:sched2003
2003-12-09,fomc_decision,December 9 Meeting - 2003,,14:15,fed:fomchistorical2003
2003-12-11,fomc_minutes,minutes of 2003-10-28 meeting,,14:00,fed:fomchistorical2003
2003-12-12,ppi,Producer Price Indexes release,November 2003,08:30,bls:sched2003
2003-12-16,cpi,Consumer Price Index release,November 2003,08:30,bls:sched2003
2003-12-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2003-12-19,opex,quad witching,,16:00,computed
2003-12-19,quad_witching,quad witching,,16:00,computed
2004-01-09,nfp,Employment Situation release,December 2003,08:30,bls:sched2003
2004-01-14,ppi,Producer Price Indexes release,December 2004,08:30,bls:sched2004
2004-01-16,opex,monthly options expiration,,16:00,computed
2004-01-19,cpi,Consumer Price Index release,December 2004,08:30,bls:sched2004
2004-01-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-01-28,fomc_decision,January 27-28 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-01-29,fomc_minutes,minutes of 2003-12-09 meeting,,14:00,fed:fomchistorical2003
2004-02-06,nfp,Employment Situation release,January 2004,08:30,bls:sched2004
2004-02-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-02-19,ppi,Producer Price Indexes release,January 2004,08:30,bls:sched2004
2004-02-20,cpi,Consumer Price Indexes release,January 2004,08:30,bls:sched2004
2004-02-20,opex,monthly options expiration,,16:00,computed
2004-03-05,nfp,Employment Situation release,February 2004,08:30,bls:sched2004
2004-03-12,ppi,Producer Price Indexes release,February 2004,08:30,bls:sched2004
2004-03-16,fomc_decision,March 16 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-03-17,cpi,Consumer Price Index release,February 2004,08:30,bls:sched2004
2004-03-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-03-18,fomc_minutes,minutes of 2004-01-28 meeting,,14:00,fed:fomchistorical2004
2004-03-19,opex,quad witching,,16:00,computed
2004-03-19,quad_witching,quad witching,,16:00,computed
2004-04-02,nfp,Employment Situation release,March 2004,08:30,bls:sched2004
2004-04-08,ppi,Producer Price Indexes release,March 2004,08:30,bls:sched2004
2004-04-14,cpi,Consumer Price Index release,March 2004,08:30,bls:sched2004
2004-04-16,opex,monthly options expiration,,16:00,computed
2004-04-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-05-04,fomc_decision,May 4 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-05-06,fomc_minutes,minutes of 2004-03-16 meeting,,14:00,fed:fomchistorical2004
2004-05-07,nfp,Employment Situation release,April 2004,08:30,bls:sched2004
2004-05-13,ppi,Producer Price Indexes release,April 2004,08:30,bls:sched2004
2004-05-14,cpi,Consumer Price Index release,April 2004,08:30,bls:sched2004
2004-05-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-05-21,opex,monthly options expiration,,16:00,computed
2004-06-04,nfp,Employment Situation release,May 2004,08:30,bls:sched2004
2004-06-11,ppi,Producer Price Indexes release,May 2004,08:30,bls:sched2004
2004-06-15,cpi,Consumer Price Index release,May 2004,08:30,bls:sched2004
2004-06-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-06-18,opex,quad witching,,16:00,computed
2004-06-18,quad_witching,quad witching,,16:00,computed
2004-06-30,fomc_decision,June 29-30 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-07-01,fomc_minutes,minutes of 2004-05-04 meeting,,14:00,fed:fomchistorical2004
2004-07-02,nfp,Employment Situation release,June 2004,08:30,bls:sched2004
2004-07-15,ppi,Producer Price Indexes release,June 2004,08:30,bls:sched2004
2004-07-16,cpi,Consumer Price Index release,June 2004,08:30,bls:sched2004
